Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2017-02-15,202.30421447753906,202.49367120529897,200.98663741466746,201.03830504218527,86785800
2017-02-16,202.13194274902344,202.51085612595435,201.38273602482136,202.33000632685946,84722400
2017-02-17,202.45057678222656,202.45057678222656,201.45162568212956,201.4688526018663,77204100
2017-02-21,203.6562042236328,203.82843399397925,202.81225601044366,202.82087604014896,88946100
2017-02-22,203.47537231445312,203.69926972156108,203.08785201202807,203.25147490734517,62115200
2017-02-23,203.61317443847656,204.00930165644274,202.8553475654405,203.9920878749946,74615900
2017-02-24,203.8714599609375,203.9145075409675,202.7261131299995,202.76917385031643,82381600
2017-02-27,204.19012451171875,204.36235428548795,203.53564611528,203.78537731620193,56515400
2017-02-28,203.63900756835938,204.05236170667933,203.2514872424162,203.81123736430177,96961900
2017-03-01,206.48947143554688,206.9545063824952,205.2752295788725,205.29245650216862,149158200
2017-03-02,205.18914794921875,206.30866158391254,205.13748031289802,206.30004155099638,70246000
